ls_cost,ls_amount
7.78779e8,4.5
7.7978e8,4.5
7.80781e8,4.5
7.81782e8,4.5
7.82783e8,4.5
7.83784e8,4.5
7.84785e8,4.5
7.85786e8,4.5
7.86787e8,4.5
7.87788e8,4.5
7.88789e8,4.5
7.8979e8,4.5
7.90791e8,4.5
7.91792e8,4.5
7.92793e8,4.5
7.93794e8,4.5
7.94795e8,4.5
7.95796e8,4.5
7.96797e8,4.5
7.97798e8,4.5
7.98799e8,4.5
7.998e8,4.5
8.00801e8,4.5
8.01802e8,4.5
8.02803e8,4.5
8.03804e8,4.5
8.04805e8,4.5
8.05806e8,4.5
8.06807e8,4.5
8.07808e8,4.5
8.08809e8,4.5
8.0981e8,4.5
8.10811e8,4.5
8.11812e8,4.5
8.12813e8,4.5
8.13814e8,4.5
8.14815e8,4.5
8.15816e8,4.5
8.16817e8,4.5
8.17818e8,4.5
8.18819e8,4.5
8.1982e8,4.5
8.20821e8,4.5
8.21822e8,4.5
8.22823e8,4.5
8.23824e8,4.5
8.24825e8,4.5
8.25826e8,4.5
8.26827e8,4.5
8.27828e8,4.5
8.28829e8,4.5
8.2983e8,4.5
8.30831e8,4.5
8.31832e8,4.5
8.32833e8,4.5
8.33834e8,4.5
8.34835e8,4.5
8.35836e8,4.5
8.36837e8,4.5
8.37838e8,4.5
8.38839e8,4.5
8.3984e8,4.5
8.40841e8,4.5
8.41842e8,4.5
8.42843e8,4.5
8.43844e8,4.5
8.44845e8,4.5
8.45846e8,4.5
8.46847e8,4.5
8.47848e8,4.5
8.48849e8,4.5
8.4985e8,4.5
8.50851e8,4.5
8.51852e8,4.5
8.52853e8,4.5
8.53854e8,4.5
8.54855e8,4.5
8.55856e8,4.5
8.56857e8,4.5
8.57858e8,4.5
8.58859e8,4.5
8.5986003e8,4.5
8.60861e8,4.5
8.61862e8,4.5
8.62863e8,4.5
8.63864e8,4.5
8.64865e8,4.5
8.65866e8,4.5
8.66867e8,4.5
8.67868e8,4.5
8.68869e8,4.5
8.6987e8,4.5
8.70871e8,4.5
8.71872e8,4.5
8.72873e8,4.5
8.73874e8,4.5
8.74875e8,4.5
8.7587603e8,4.5
8.76877e8,4.5
8.77878e8,4.5
8.78879e8,4.5
8.7988e8,4.5
8.80881e8,4.5
8.81882e8,4.5
8.82883e8,4.5
8.83884e8,4.5
8.84885e8,4.5
8.85886e8,4.5
8.86887e8,4.5
8.87888e8,4.5
8.88889e8,4.5
8.8989e8,4.5
8.90891e8,4.5
8.91892e8,4.5
8.92893e8,4.5
8.93894e8,4.5
8.94895e8,4.5
8.95896e8,4.5
8.96897e8,4.5
8.97898e8,4.5
8.98899e8,4.5
8.999e8,4.5
9.00901e8,4.5
9.01902e8,4.5
9.02903e8,4.5
9.03904e8,4.5
9.04905e8,4.5
9.05906e8,4.5
9.06907e8,4.5
9.07908e8,4.5
9.08909e8,4.5
9.0991e8,4.5
9.10911e8,4.5
9.11912e8,4.5
9.12913e8,4.5
9.13914e8,4.5
9.14915e8,4.5
9.15916e8,4.5
9.16917e8,4.5
9.17918e8,4.5
9.18919e8,4.5
9.1992e8,4.5
9.20921e8,4.5
9.21922e8,4.5
9.22923e8,4.5
9.23924e8,4.5
9.24925e8,4.5
9.25926e8,4.5
9.26927e8,4.5
9.27928e8,4.5
9.28929e8,4.5
9.2993e8,4.5
9.30931e8,4.5
9.3193197e8,4.5
9.32933e8,4.5
9.33934e8,4.5
9.34935e8,4.5
9.35936e8,4.5
9.36937e8,4.5
9.37938e8,4.5
9.38939e8,4.5
9.3994e8,4.5
9.40941e8,4.5
9.41942e8,4.5
9.42943e8,4.5
9.43944e8,4.5
9.44945e8,4.5
9.45946e8,4.5
9.46947e8,4.5
9.4794797e8,4.5
9.48949e8,4.5
9.4995e8,4.5
9.50951e8,4.5
9.51952e8,4.5
9.52953e8,4.5
9.53954e8,4.5
9.54955e8,4.5
9.55956e8,4.5
9.56957e8,4.5
9.57958e8,4.5
9.58959e8,4.5
9.5996e8,4.5
9.60961e8,4.5
9.61962e8,4.5
9.62963e8,4.5
9.63964e8,4.5
9.64965e8,4.5
9.65966e8,4.5
9.66967e8,4.5
9.67968e8,4.5
9.68969e8,4.5
9.6997e8,4.5
9.70971e8,4.5
9.71972e8,4.5
9.72973e8,4.5
9.73974e8,4.5
9.74975e8,4.5
9.75976e8,4.5
9.76977e8,4.5
9.77978e8,4.5
9.78979e8,4.5
9.7998e8,4.5
9.80981e8,4.5
9.81982e8,4.5
9.82983e8,4.5
9.83984e8,4.5
9.84985e8,4.5
9.85986e8,4.5
9.86987e8,4.5
9.87988e8,4.5
9.88989e8,4.5
9.8999e8,4.5
9.90991e8,4.5
9.91992e8,4.5
9.92993e8,4.5
9.93994e8,4.5
9.94995e8,4.5
9.95996e8,4.5
9.96997e8,4.5
9.97998e8,4.5
9.98999e8,4.5
1.0e9,4.5
